TAXON_NAME_ID,GENUS,SPECIES,AUTHOR_TEXT
144594,Tapiravus,,
145973,Taxymys,,
143200,Teilhardia,pretiosa,
146534,Teilhardina,belgica,"Teilhard de Chardin, 1927"
526310,Telanthropus,capensis,"Broom & Robinson, 1949"
142496,Teleoceres,fossiger,Cope
135855,Teleodus,,
143203,Teleolophus,medias,
138068,Teleolophus,medius,
139780,Telmatherium,cultridens,
145676,Telmatherium,validum,
139148,Telmatherium,,
138475,Telurcatotherium,cultridens,
138474,Telurcatotherium,elatum,
137354,Temnodontosaurus,integer,(Brown)
140695,Temnodontosaurus,platyodon,Conybeare
137664,Temnodontosaurus,tenuirostris,(Conybeare)
137962,Tenontosaurus,tilletti,
137999,Tenontosaurus,,
137816,Tephrocyon,rurestris,
136686,Tephrocyon,temerarius,Leidy
136693,Tephrocyon,,
138423,Terosomius,texensis,
143692,Tetonius,barbeyi,
138062,Tetonius,homunculus,(Cope)
137069,Tetonius,,
138837,Tetonoides,pearcei,"Gazin, 1962"
138838,Tetonoides,tenuiculus,"Jepsen, 1930"
454333,Tetracalenodon,,
139990,Tetraclaenodon,puercensis,
145056,Tetraclaenodon,,
143695,Tetralophodon,lonirostris,
145190,Thalodus,pagei,
139349,Tharrhias,araripis,Jordan & Branner
141131,Tharrias,araripis,
146997,Thaumaturus,broigniarti,(Agassiz)
139791,Theosodon,gracilis,
139792,Theosodon,lydekkeri,
145689,Theria,,"Parker and Haswell, 1897"
137625,Theropleura,,
138873,Thinocyon,medius,
137951,Thisbemys,corrugatus,
145065,Thisbemys,,
145684,Thoatherium,minusculuus,
139994,Thoatherium,,
454329,Thomasia,,
140146,Thrinacodus,nanus,St. J. & W.
140660,Thrinacodus,,
147449,Thrinaxodon,liorhines,
136733,Thrinaxodon,liorhinus,"Seeley, 1894"
144061,Thrissopater,,
145008,Thryptacodon,demari,
145028,Thryptacodon,olseni,
143242,Thryptacodon,,
137856,Thryptocodon,belli,
147126,Thrysops,,
140010,Thrytacodon,antiguus,
520582,Thursius,clappi,"Romer, 1942"
139806,Thursius,macrolepidotus,
139807,Thursius,pholidotus,Traquair
139270,Thyestes,egertoni,Lankester
139272,Thyestes,verrucosus,Eichw.
141037,Thyestes,,
135886,Thylacis,,
139974,Thylacodictis,,
137618,Thylacoleo,carnifex,Owen
137619,Thylacoleo,,
138830,Thylacosmilus,atrox,Riggs
139972,Thylophorops,chapadmalensis,
139967,Thylophorops,chapalmalensis,"Reig, 1952"
140721,Ticherhinus,,
141609,Tiktaalik,roseae,"Daeschler, Shubin & Jenkins, 2006"
137248,Tillomys,,
139151,Tillotherium,,
138859,Tinimomys,graybulliensis,"Szalay, 1975"
138684,Tiphomectris,thoracomacha,Baird (MS)
140485,Titanichthys,agassizii,"Newberry, 1889"
140722,Titanichthys,,
140489,Titanoichthys,,
454330,Titanoides,,
137709,Titanotheriomys,veterior,Matthew
137847,Titanotheriomys,,
138296,Titanotheromys,vetetior,Matthew
138767,Tithanotherium,proudi,
145498,Tiznatzinia,prisca,
137793,Todarida,brasilensis,
146358,Todarida,molossa,
141211,Tomodus,convexus,Davis
138546,Torrejonia,wilsoni,
449972,Torrejonia,,
137356,Toxochelys,latiremus,Cope
139439,Toxotherium,hunteri,Wood
139440,Toxotherium,woodi,
147464,Trachydermochelys,phlyctaenus,Seeley
147645,Trachytherus,,
138394,Tragoceras,amalthea,
136123,Tragocerus,,"Latreille, 1829"
141308,Tranodis,castrensis,
594889,Tranodis,,Thomson 1965
136840,Trechomys,,
138823,Tremacebus,harringtoni,"(Rusconi, 1933)"
136597,Tremarclos,floridanus,
140162,Tremataspis,mammillata,Patten
140164,Tremataspis,milleri,Patten
140165,Tremataspis,,
138932,Trematops,milleri,Williston
138931,Trematops,willistoni,
136195,Trematops,,
136749,Tribalodon,frerensis,Seeley
144204,Tricentes,crassicollidens,
139408,Tricentes,fremontensis,
137863,Trichecodon,huxleyi,
141431,Trichosaurus,,
454354,Triconodontia,,
147189,Tridentichnus,supaiensis,"Gilmore, 1927"
136090,Trigonias,,
136540,Trigonictus,kansasensis,
139796,Trigonostylops,,
138643,Trilophosaurus,buettneri,Case
137991,Trimerahachis,insignis,
140204,Trimerarachis,insignis,
136211,Trimeroachis,,
135941,Trimerorachus,insignis,
136017,Trimerorhachis,insignis,
136040,Trimerorhachis,mesops,
136069,Trimerorhachis,,
136034,Trimirorachis,insignis,
136037,Trimirorachis,,
140703,Trinacromerum,,
137742,Trinitichelys,hiatti,Gaffney
139366,Triomerorachis,insignis,
138496,Trioracodon,ferox,
139898,Trirachodon,barryi,
139281,Tristychius,arcuatus,"(Agassiz, 1837)"
520572,Tristychius,fimbriatus,"Stock, 1883"
139340,Tristychius,,
139756,Tritemnodon,strenua,
139463,Tritemnodon,,
138827,Trogosus,,
137337,Tropidosuchus,romeri,"Arcucci, 1990"
146366,Troposodon,minor,Owen
139483,Tubantia,cataphractus,von der Marck
138988,Tuditanus,punctulatus,Cope
138663,Tuditanus,,
136302,Tylosaurus,dyspelor,
136305,Tylosaurus,proriger,"(Cope, 1869)"
136303,Tylosaurus,,"Marsh, 1872"
136549,Typatherium,,
147650,Typothorax,coccinarum,Cope
147667,Typothorax,meadei,Sawin
330354,Typothorax,,
137003,Tyrannosaurus,rex,
137703,Uintacyon,,
136906,Uintamastix,atrox,
147517,Uintanius,rutherfordi,
138550,Uintanius,turriculorum,
144669,Uintasorex,panvulus,
138840,Uintasorex,parvulus,
454349,Uintasorex,,
144671,Unitasorex,,
144240,Urocordylus,marshii,
147452,Urocordylus,wandesfordii,Huxley
138608,Urocordylus,,
139170,Utahia,kayi,
144670,Utahia,kayi,"Gazin, 1958"
138426,Varanops,,"Williston, 1911"
140205,Varanosaurus,acutirostris,
135689,Varanosaurus,wichitaensis,"Romer, 1937"
135945,Varanosaurus,,
137365,Varanus,prisca,Owen
141434,Varnops,,
138526,Vassacyon,promicrodon,
141022,Vernonaspis,allenae,
141023,Vernonaspis,leonardi,
145692,Vincelestes,neuquenianus,
141135,Vinctifer,comptoni,
142319,Vinicifer,comptoni,
139644,Vinicifer,,
147656,Viverravis,,
139750,Vulpavus,australis,
141059,Wardichthys,cyclosoma,
146629,Wardichthys,oyclosoma,Traquair
138563,Washakius,insignis,"Leidy, 1873"
138841,Washakius,pacificus,Stock
138540,Washakius,,
143560,Watsonia,eugnathoides,(Piveteau)
141391,Watsonulus,eugnathoides,
141390,Whitea,woodwardi,
146787,Xene,grex,
141822,Xenicohippus,,
136996,Xenochelys,,
145685,Xenodontomys,,
137873,Xenostephanus,chioteii,
137990,Xestops,,
136864,Xiphidon,gracile,Cuvier
139298,Xiphotrygon,acutidens,"Cope, 1879"
145196,Xyne,grex,Jordan & Gilbert
141310,Xynegrex,,
526401,Xystracanthus,mirabilis,"St. John & Worthen, 1875"
141102,Xystrodus,,
142002,Zalambdalestes,lechei,
147628,Zalambdalestes,,
139140,Zambdotherium,,
138549,Zanycteris,paleocenus,
136716,Zatraches,,
136026,Zatrachus,,
138900,Zatrachys,microphthalamus,Cope
135727,Zatrachys,serratus,Cope
136301,Zatrachys,,
139365,Zatrochys,,
141260,Zenaspis,signata,
141231,Zenocanthus,,
138001,Zephyrosaurus,schaffi,"Sues, 1980"
137623,Zygomaturus,trilobus,
